Survey ID,Age,Gender,Ethnicity,Education Completed,Marital Status,Household Size,Spouse,Children,Parent,Religion,Full Time Employment,Part Time Employment,Employment Type,Student,Retired,Occupation,Income,Achieving Ends Meet,US Born,Duration of Residency,Citizenship Class,English Speaking,Familiarity with America,Familiarity with Ethnic Origin,Present Health,Present Mental Health,Health Insurance,Status of Ownership,Personal Car,Satisfaction with Life,Quality of Life
70072,45,Male,Korean,17,Married,3,Living with spouse,Living with children,0,Protestant,Employed full time,0,Full Time,0,0,Professional,"$70,000 and over",0,No,23,No,Well,High,High,Fair,Good,Yes,Own,Yes,Pretty much,8
70296,36,Female,Korean,16,Married,4,Living with spouse,Living with children,0,Protestant,0,0,None,0,0,None,"$70,000 and over",0,No,5,Yes,Well,High,Very high,Very Good,Very Good,Yes,Rent,Yes,Pretty much,8
70355,44,Female,Korean,16,Married,5,Living with spouse,Living with children,0,Protestant,0,0,None,0,0,None,"$60,000 - $69,999",0,No,1,Yes,Not well,Low,High,Good,Good,Yes,Rent,Yes,Not very much,5
10197,20,Male,Korean,14,Single,3,0,0,Living with parents,Protestant,0,0,None,Student,0,None,"$30,000 - $39,999",0,No,11,No,Very well,High,Very high,Very Good,Very Good,Yes,Rent,Yes,Very much,8
70255,44,Female,Korean,16,Married,4,Living with spouse,Living with children,0,Protestant,0,0,None,Student,0,None,,,No,7,No,Not well,Low,Very high,Excellent,Excellent,0,Rent,Yes,,5
70019,37,Female,Korean,16,Married,4,Living with spouse,Living with children,0,Protestant,0,0,None,0,0,None,"$70,000 and over",0,No,24,No,Very well,Very high,High,Very Good,Very Good,Yes,Own,Yes,Pretty much,8
70031,26,Female,Korean,16,Married,2,Living with spouse,0,0,Protestant,0,0,None,Student,0,None,"$50,000 - $59,999",0,No,1,No,Well,Low,High,Fair,Good,Yes,Rent,Yes,Pretty much,8
70074,35,Female,Korean,16,Married,4,Living with spouse,Living with children,0,Protestant,0,0,None,0,0,None,"$10,000 - $19,999",1,No,7,Yes,Not well,High,Very high,Very Good,Very Good,0,Rent,Yes,,7
70085,36,Male,Korean,17,Married,4,Living with spouse,Living with children,0,Protestant,0,0,None,Student,0,None,"$20,000 - $29,999",0,No,8,No,Well,Low,High,Excellent,Excellent,Yes,Rent,Yes,Very much,8
70404,68,Male,Korean,16,Married,2,Living with spouse,0,0,Protestant,Employed full time,0,Full Time,0,0,Professional,"$70,000 and over",0,No,39,No,Well,High,Very high,Excellent,Excellent,Yes,Rent,Yes,Very much,8
7029601,34,Male,Korean,17,Married,4,Living with spouse,Living with children,0,Protestant,Employed full time,0,Full Time,0,0,Other,"$30,000 - $39,999",0,No,6,No,Well,High,High,Very Good,Excellent,Yes,Rent,Yes,Pretty much,8
10454,36,Male,Korean,,Married,3,Living with spouse,Living with children,0,Protestant,Employed full time,0,Full Time,0,0,Other,"$70,000 and over",0,No,29,No,Very well,Very high,High,Very Good,Excellent,Yes,Rent,Yes,Very much,9
11029,29,Female,Korean,17,Married,2,Living with spouse,0,0,Protestant,0,0,None,0,0,Professional,"$40,000 - $49,999",0,No,1,No,Not well,High,Very high,Very Good,Good,Yes,Rent,Yes,,5
70006,45,Male,Korean,17,Married,3,Living with spouse,Living with children,0,Buddhist,Employed full time,0,Full Time,0,0,Professional,"$60,000 - $69,999",0,No,1,No,Not well,High,Very high,Good,Good,Yes,Rent,No,,7
70320,45,Female,Korean,17,Married,3,Living with spouse,Living with children,0,Catholic,0,0,None,0,0,None,,0,No,1,No,,Low,Very high,Excellent,Excellent,Yes,Rent,Yes,,10
70412,45,Male,Korean,13,Married,4,Living with spouse,Living with children,0,Protestant,Employed full time,0,Full Time,0,0,"Manager, executive, or official","$50,000 - $59,999",0,No,1,No,Not well,Very high,Very high,Excellent,Excellent,Yes,Rent,Yes,,10
10005,19,Female,Korean,13,Single,5,0,0,0,Protestant,0,0,None,Student,0,Service worker,"$40,000 - $49,999",0,No,10,No,Very well,High,High,Good,Good,Yes,Rent,Yes,,10
70060,19,Female,Korean,13,Single,5,0,0,0,Protestant,0,0,None,Student,0,"Clerical, office, sales","$40,000 - $49,999",0,No,10,No,Very well,High,High,Fair,Fair,Yes,Rent,Yes,,7
10202,33,Female,Korean,17,Married,2,Living with spouse,0,0,Protestant,Employed full time,0,Full Time,0,0,Professional,"$70,000 and over",0,Yes,33,No,Very well,High,High,Very Good,Very Good,Yes,Own,Yes,Pretty much,9
70018,45,Female,Korean,17,Married,4,Living with spouse,Living with children,0,Catholic,0,0,None,0,0,None,"$70,000 and over",0,No,9,Yes,Well,High,Very high,Good,Good,Yes,Rent,Yes,Pretty much,8
70073,31,Male,Korean,17,Married,2,Living with spouse,0,0,Protestant,Employed full time,0,Full Time,0,0,Professional,"$10,000 - $19,999",1,No,1,No,Well,High,High,Excellent,Excellent,Yes,Rent,No,Not very much,7
70415,34,Female,Korean,16,Married,3,Living with spouse,Living with children,0,Protestant,0,0,None,0,0,None,"$10,000 - $19,999",1,No,1,No,Not well,High,Very high,Good,Good,Yes,Rent,Yes,,6
70433,31,Female,Korean,16,Married,2,Living with spouse,0,0,Protestant,0,0,None,0,0,None,"$70,000 and over",0,No,3,No,Not well,High,High,Good,Very Good,Yes,Rent,Yes,Pretty much,10
10040182,62,Female,Korean,16,Married,2,Living with spouse,0,0,Protestant,0,0,None,0,0,"Clerical, office, sales","$10,000 - $19,999",1,No,40,No,Very well,High,Very high,Very Good,Very Good,Yes,Rent,Yes,Pretty much,8
70347,82,Male,Korean,12,Married,3,Living with spouse,Living with children,0,Protestant,0,0,None,0,Retired,None,"$0 - $9,999",1,No,36,Yes,Not well,High,High,Good,Fair,Yes,Rent,No,Pretty much,4
10971,19,Male,Korean,13,Single,4,0,0,0,Protestant,0,0,None,Student,0,None,"$70,000 and over",0,No,5,No,Very well,,High,Excellent,Excellent,Yes,Rent,Yes,,9
10040101,19,Male,Korean,13,Single,4,0,0,0,Protestant,0,0,None,Student,0,None,"$70,000 and over",0,No,5,No,Well,High,High,Excellent,Excellent,Yes,Rent,No,,9
70297,63,Female,Korean,16,Married,2,Living with spouse,0,0,Buddhist,0,0,None,0,Retired,Other,"$10,000 - $19,999",1,No,37,No,Not well,Low,Very high,Excellent,Excellent,Yes,Own,Yes,Pretty much,9
70113,45,Female,Korean,17,Single,1,0,0,0,Catholic,Employed full time,0,Full Time,0,0,Professional,"$50,000 - $59,999",0,No,17,No,Well,Low,Low,Excellent,Very Good,Yes,Rent,Yes,Pretty much,8
70445,42,Female,Korean,16,Other,4,0,Living with children,0,Protestant,0,0,None,0,0,Skilled trades,"$70,000 and over",0,No,2,No,Not well,Low,High,Good,Good,0,Rent,Yes,,8
70299,40,Male,Korean,16,Married,4,Living with spouse,Living with children,0,None,Employed full time,0,Full Time,0,0,"Manager, executive, or official","$70,000 and over",0,No,2,No,Not well,High,High,Very Good,Very Good,Yes,Rent,Yes,Pretty much,6
10186,22,Female,Korean,15,Single,5,0,0,Living with parents,Catholic,0,0,None,Student,0,None,,0,No,8,No,Very well,High,Very high,Very Good,Very Good,Yes,Own,No,Pretty much,8
70416,26,Female,Korean,16,Married,2,Living with spouse,0,0,None,0,0,None,0,0,None,"$10,000 - $19,999",1,No,1,No,Not well,High,High,Excellent,Good,Yes,Rent,Yes,,6
11126,42,Female,Korean,17,Married,3,Living with spouse,Living with children,0,Catholic,Employed full time,0,Full Time,0,0,Professional,"$40,000 - $49,999",0,No,8,Yes,Well,High,Very high,Good,Good,0,Rent,Yes,Pretty much,8
10040062,65,Male,Korean,17,Married,2,Living with spouse,0,0,None,0,0,None,0,Retired,None,"$70,000 and over",0,No,40,Yes,Very well,Very high,Very high,Excellent,Excellent,Yes,Own,Yes,Very much,9
70291,69,Female,Korean,14,Married,2,Living with spouse,0,0,Protestant,0,0,None,0,Retired,None,"$30,000 - $39,999",0,No,20,No,Not at all,Low,High,Excellent,Excellent,Yes,Rent,Yes,Pretty much,5
70393,41,Female,Korean,16,Married,2,0,Living with children,0,Protestant,0,0,None,0,0,None,"$50,000 - $59,999",0,No,12,Yes,Not well,Low,Low,Good,Good,Yes,Rent,Yes,Not very much,4
70029,70,Male,Korean,16,Married,6,Living with spouse,Living with children,0,None,0,0,None,0,Retired,None,"$70,000 and over",0,No,2,No,Not well,High,High,Excellent,Excellent,Yes,Rent,Yes,,8
70035,40,Female,Korean,16,Married,3,Living with spouse,Living with children,0,Protestant,0,0,None,0,0,None,"$70,000 and over",0,No,9,No,Not well,Low,High,Very Good,Very Good,Yes,Own,Yes,Pretty much,8
70105,25,Male,Korean,17,Single,1,0,0,0,Catholic,0,0,None,Student,0,None,"$20,000 - $29,999",0,No,14,No,Very well,High,High,Excellent,Excellent,Yes,Rent,Yes,,8
70295,40,Female,Korean,17,Married,3,Living with spouse,Living with children,0,Protestant,0,Employed part time,Part Time,0,0,Professional,"$70,000 and over",0,No,13,No,Well,Very high,Very high,Excellent,Excellent,Yes,Own,Yes,Very much,9
10556,34,Female,Korean,17,Single,1,0,0,0,Catholic,0,0,None,Student,0,Other,"$10,000 - $19,999",1,No,4,No,Not well,High,High,Fair,Fair,Yes,Rent,Yes,,6
70111,33,Male,Korean,17,Married,2,Living with spouse,0,0,Catholic,0,0,None,Student,0,None,"$20,000 - $29,999",1,No,19,Yes,Very well,High,High,Very Good,Poor,Yes,Rent,Yes,Pretty much,3
70411,32,Male,Korean,17,Married,3,Living with spouse,Living with children,0,Protestant,0,0,None,Student,0,Other,"$10,000 - $19,999",1,No,2,No,Well,High,Very high,Very Good,Very Good,Yes,Rent,Yes,,7
70112,34,Female,Korean,17,Married,2,Living with spouse,0,0,Catholic,0,0,None,0,0,None,"$20,000 - $29,999",1,No,2,No,Not well,High,High,Very Good,Good,Yes,Rent,Yes,Not very much,7
70071,48,Female,Korean,17,Married,4,Living with spouse,Living with children,0,Protestant,Employed full time,0,Full Time,0,0,Professional,"$70,000 and over",0,No,12,No,Not well,High,Very high,Very Good,Very Good,Yes,Rent,Yes,Pretty much,8
70258,48,Female,Korean,17,Married,3,Living with spouse,Living with children,0,Protestant,0,0,None,0,0,Other,"$30,000 - $39,999",0,No,11,No,Well,Low,Low,Fair,Good,0,Rent,Yes,Not very much,8
70327,32,Female,Korean,16,Single,5,0,0,Living with parents,Protestant,0,Employed part time,Part Time,Student,0,Service worker,"$0 - $9,999",1,No,4,No,Well,High,High,Very Good,Very Good,Yes,Rent,No,Pretty much,8
70345,78,Male,Korean,17,Married,2,Living with spouse,0,0,Protestant,0,0,None,0,Retired,Other,"$10,000 - $19,999",,No,30,No,Well,High,High,Good,Good,Yes,Own,Yes,Not very much,7
70497,46,Male,Korean,17,Married,4,0,0,Living with parents,Protestant,Employed full time,0,Full Time,0,0,Other,"$70,000 and over",0,No,18,No,Well,Very high,Very high,Very Good,Very Good,Yes,Own,Yes,Pretty much,9
10391,38,Male,Korean,16,Married,5,Living with spouse,Living with children,0,Protestant,Employed full time,0,Full Time,0,0,Skilled trades,"$70,000 and over",0,No,27,No,Very well,High,High,Good,Good,Yes,Own,Yes,Pretty much,8
10456,38,Female,Korean,17,Single,3,0,Living with children,0,Protestant,Employed full time,0,Full Time,0,0,Professional,"$60,000 - $69,999",0,No,18,No,Very well,Very high,Low,Very Good,Excellent,Yes,Rent,Yes,Pretty much,8
70110,29,Female,Korean,17,Married,3,Living with spouse,Living with children,0,Catholic,0,0,None,Student,0,None,"$20,000 - $29,999",1,No,2,No,Not well,Low,High,Good,Very Good,Yes,Rent,Yes,Not very much,4
70508,18,Female,Korean,10,Single,6,0,0,0,Protestant,0,0,None,Student,0,None,,0,No,2,No,Well,High,Very high,Excellent,Excellent,0,Own,Yes,,10
70226,32,Female,Korean,17,Married,3,Living with spouse,Living with children,0,Catholic,0,0,None,0,0,None,"$30,000 - $39,999",0,No,2,No,Not well,High,Very low,Very Good,Very Good,Yes,Rent,Yes,Pretty much,6
70239,33,Female,Korean,16,Married,2,Living with spouse,0,0,Protestant,0,0,None,0,0,None,"$70,000 and over",0,No,2,No,Not well,High,Very high,Excellent,Excellent,Yes,Rent,Yes,Pretty much,10
70434,35,Male,Korean,17,Married,2,Living with spouse,0,0,Protestant,Employed full time,0,Full Time,0,0,Professional,"$70,000 and over",0,No,15,No,Well,High,High,Good,Very Good,Yes,Own,Yes,,7
70389,47,Female,Korean,17,Married,4,Living with spouse,0,0,Catholic,0,0,None,0,0,None,"$60,000 - $69,999",0,No,5,No,Not well,High,High,Very Good,Very Good,Yes,Own,Yes,Pretty much,7
70104,24,Female,Korean,17,Single,2,0,0,0,Catholic,0,0,None,Student,0,None,"$20,000 - $29,999",0,No,2,No,Well,Low,High,Very Good,Very Good,Yes,Rent,No,Pretty much,7
70246,52,Male,Korean,16,Married,4,Living with spouse,Living with children,0,Protestant,Employed full time,0,Full Time,0,0,Business owner,"$70,000 and over",0,No,35,No,Well,High,High,Excellent,Excellent,Yes,Rent,Yes,Pretty much,9
70446,35,Male,Korean,17,Married,2,Living with spouse,0,0,Protestant,Employed full time,0,Full Time,0,0,"Manager, executive, or official","$70,000 and over",0,No,4,No,Very well,Low,Very high,Very Good,Very Good,Yes,Rent,Yes,Very much,9
70512,30,Male,Korean,16,Married,2,Living with spouse,0,0,Protestant,Employed full time,0,Full Time,0,0,Skilled trades,"$50,000 - $59,999",0,No,2,No,Well,High,Very high,Very Good,Excellent,Yes,Rent,Yes,,8
70004,37,Female,Korean,17,Married,3,Living with spouse,Living with children,0,Catholic,0,Employed part time,Part Time,0,0,"Clerical, office, sales","$30,000 - $39,999",0,No,9,Yes,Well,Low,High,Very Good,Very Good,Yes,Rent,Yes,,7
10257,23,Female,Korean,15,Single,1,0,0,0,Catholic,Employed full time,0,Full Time,0,0,Other,"$20,000 - $29,999",0,No,3,No,Well,High,Low,Very Good,Very Good,Yes,Rent,No,,8
70343,24,Female,Korean,16,Single,2,0,0,0,Protestant,0,0,None,Student,0,None,"$70,000 and over",1,No,5,No,Well,Low,High,Good,Good,Yes,Rent,Yes,,4
70298,52,Female,Korean,13,Other,2,0,Living with children,0,Protestant,0,0,None,0,0,None,"$70,000 and over",0,No,6,No,Not well,Low,High,Good,Very Good,0,Rent,Yes,Pretty much,5
70305,56,Male,Korean,17,Married,3,Living with spouse,Living with children,0,Protestant,Employed full time,0,Full Time,0,0,Professional,"$50,000 - $59,999",1,No,7,Yes,Well,High,Very high,Excellent,Excellent,Yes,Own,Yes,Pretty much,10
70442,34,Female,Korean,17,Married,3,Living with spouse,0,0,Protestant,Employed full time,0,Full Time,0,0,Other,"$70,000 and over",0,No,4,No,Well,High,High,Very Good,Excellent,Yes,Rent,Yes,Not very much,8
10302,30,Female,Korean,16,Living with a partner,2,0,0,0,None,0,0,None,0,0,None,"$70,000 and over",0,No,25,No,Very well,Very high,Low,Very Good,Good,0,Rent,Yes,,7
70242,34,Male,Korean,17,Married,3,Living with spouse,Living with children,0,None,Employed full time,0,Full Time,0,0,Other,"$40,000 - $49,999",0,No,3,No,Not well,Low,Very high,Very Good,Fair,Yes,Rent,Yes,Pretty much,5
10902,27,Female,Korean,17,Single,1,0,0,0,None,Employed full time,0,Full Time,0,0,Professional,"$50,000 - $59,999",0,No,3,No,Well,High,Very high,Very Good,Very Good,Yes,Rent,Yes,,7
70068,51,Female,Korean,16,Married,2,0,Living with children,0,Other,0,0,None,Student,0,None,"$60,000 - $69,999",0,No,7,Yes,Well,High,Very high,Excellent,Excellent,0,Rent,Yes,,9
70002,41,Male,Korean,17,Married,5,Living with spouse,Living with children,0,Catholic,Employed full time,0,Full Time,0,0,"Manager, executive, or official","$70,000 and over",0,No,15,No,Well,Low,High,Very Good,Very Good,Yes,Own,Yes,Pretty much,8
70001,41,Female,Korean,17,Married,5,Living with spouse,Living with children,0,None,Employed full time,0,Full Time,0,0,Professional,"$70,000 and over",0,No,18,No,Well,High,Very high,Very Good,Very Good,Yes,Own,Yes,Pretty much,9
70107,30,Male,Korean,17,Married,3,Living with spouse,Living with children,0,Catholic,0,0,None,Student,0,None,"$20,000 - $29,999",1,No,3,No,Not well,Low,Very high,Good,Good,Yes,Rent,Yes,Pretty much,7
70237,45,Male,Korean,12,Married,3,Living with spouse,Living with children,0,Protestant,0,Employed part time,Part Time,0,0,Service worker,"$20,000 - $29,999",0,No,12,No,Not well,High,Very high,Very Good,Very Good,0,Rent,Yes,,7
70516,21,Female,Korean,17,Single,2,0,0,Living with parents,Protestant,0,0,None,Student,0,None,"$30,000 - $39,999",0,No,14,No,Very well,High,High,Excellent,Very Good,Yes,Rent,No,,9
70003,36,Male,Korean,17,Married,3,Living with spouse,Living with children,0,Catholic,0,0,None,Student,0,None,"$30,000 - $39,999",0,No,9,Yes,Well,High,High,Very Good,Very Good,Yes,Rent,Yes,,9
70116,26,Female,Korean,16,Single,3,0,0,Living with parents,Catholic,0,0,None,0,0,Service worker,"$10,000 - $19,999",0,No,5,No,Well,Low,Very high,Good,Good,0,Own,Yes,,5
70236,47,Female,Korean,12,Married,3,Living with spouse,Living with children,0,Protestant,Employed full time,0,Full Time,0,0,Service worker,"$20,000 - $29,999",0,No,18,No,Well,High,Very high,Good,Good,Yes,Rent,Yes,,8
70341,22,Female,Korean,14,Single,1,0,0,0,Protestant,0,0,None,Student,0,None,"$70,000 and over",0,No,3,No,Not well,Low,High,Very Good,Excellent,,Rent,No,,8
70447,36,Male,Korean,17,Married,3,Living with spouse,Living with children,0,Protestant,0,0,None,Student,0,None,"$30,000 - $39,999",0,No,3,No,Well,Low,Very high,Very Good,Very Good,Yes,Rent,Yes,,8
70482,80,Male,Korean,16,Married,8,0,Living with children,0,Protestant,0,0,None,0,Retired,None,"$60,000 - $69,999",0,No,3,No,Not well,High,Very high,Good,Very Good,Yes,Own,No,,10
10265,28,Male,Korean,16,Single,1,0,0,0,None,Employed full time,0,Full Time,0,0,Other,"$60,000 - $69,999",0,No,9,No,Very well,Very high,High,Good,Very Good,Yes,Rent,Yes,Pretty much,9
70102,27,Female,Korean,15,Single,2,0,0,0,Catholic,0,0,None,Student,0,None,"$20,000 - $29,999",0,No,3,No,Well,High,High,Very Good,Very Good,Yes,Rent,Yes,Pretty much,6
10596,21,Female,Korean,15,Single,2,0,0,0,Protestant,0,0,None,Student,0,None,"$70,000 and over",0,No,3,No,Well,High,Very high,Excellent,Excellent,Yes,Rent,Yes,,9
70275,35,Male,Korean,15,Married,1,0,0,0,Catholic,Employed full time,0,Full Time,0,0,Skilled trades,"$40,000 - $49,999",0,No,3,No,Not well,High,Low,Good,Excellent,Yes,Rent,Yes,Pretty much,8
10392,20,Male,Korean,14,Single,1,0,0,0,Protestant,0,Employed part time,Part Time,Student,0,"Clerical, office, sales","$10,000 - $19,999",0,No,10,No,Very well,Very high,Very high,Very Good,Good,Yes,Rent,No,,8
70302,56,Female,Korean,16,Married,3,Living with spouse,Living with children,0,Protestant,0,0,None,0,0,None,"$60,000 - $69,999",1,No,15,Yes,Not well,High,Very high,Very Good,Excellent,Yes,Own,Yes,Pretty much,8
70444,34,Female,Korean,17,Married,2,0,0,0,Protestant,0,0,None,Student,0,None,"$70,000 and over",0,No,4,No,Very well,Low,Very high,Very Good,Very Good,Yes,Rent,Yes,Very much,9
10394,18,Male,Korean,12,Single,2,0,0,0,Protestant,0,0,None,Student,0,Skilled trades,"$70,000 and over",0,No,3,No,Not well,Low,High,Poor,Fair,Yes,Rent,No,Very much,7
10200,22,Female,Korean,15,Single,1,0,0,0,None,0,0,None,Student,0,None,"$0 - $9,999",,Yes,22,Yes,Very well,Very high,High,Excellent,Excellent,0,Rent,Yes,,8
10040221,23,Male,Korean,16,Single,4,0,0,0,None,0,Employed part time,Part Time,Student,0,,"$0 - $9,999",0,No,18,No,Very well,High,Low,Very Good,Very Good,0,Rent,Yes,,7
70064,24,Female,Korean,16,Single,2,0,0,0,None,0,0,None,0,0,None,"$40,000 - $49,999",0,Yes,10,No,Very well,High,High,Very Good,Very Good,Yes,Rent,Yes,Pretty much,5
70069,44,Female,Korean,17,Married,4,Living with spouse,Living with children,0,Protestant,0,0,None,0,0,None,"$70,000 and over",0,No,12,No,Not well,Low,Very high,Very Good,Very Good,Yes,Own,Yes,Pretty much,7
70377,47,Male,Korean,16,Married,2,Living with spouse,0,0,Protestant,Employed full time,0,Full Time,0,0,"Clerical, office, sales","$70,000 and over",0,No,35,No,Very well,Very high,High,Good,Excellent,Yes,Rent,Yes,Pretty much,9
70025,44,Female,Korean,17,Married,4,Living with spouse,Living with children,0,Catholic,0,Employed part time,Part Time,0,0,Professional,"$70,000 and over",0,No,5,No,Not well,Low,High,Very Good,Very Good,Yes,Own,Yes,,9
70008,43,Female,Korean,17,Married,4,Living with spouse,Living with children,0,None,0,0,None,0,0,None,"$70,000 and over",0,No,5,No,Well,High,Very high,Very Good,Excellent,Yes,Rent,Yes,Pretty much,9
70076,37,Female,Korean,17,Married,3,Living with spouse,Living with children,0,None,0,0,None,0,0,None,"$60,000 - $69,999",0,No,6,Yes,Well,High,Very high,Excellent,Excellent,Yes,Rent,Yes,Pretty much,8
70364,33,Male,Korean,17,Married,2,Living with spouse,0,0,None,0,0,None,Student,0,Other,"$10,000 - $19,999",0,No,6,No,Well,High,High,Good,Good,Yes,Rent,Yes,,8
70225,27,Female,Korean,16,Single,1,0,0,0,Protestant,0,0,None,0,0,Professional,"$0 - $9,999",1,No,4,No,Not well,High,Very high,Excellent,Very Good,Yes,Rent,Yes,,8
70400,25,Male,Korean,16,Single,1,0,0,0,Protestant,0,0,None,Student,0,None,"$60,000 - $69,999",0,No,5,No,Not well,High,High,Excellent,Excellent,Yes,Rent,Yes,,6
70016,36,Male,Korean,17,Married,4,Living with spouse,Living with children,0,Protestant,Employed full time,0,Full Time,0,0,"Manager, executive, or official","$70,000 and over",0,No,4,No,Not well,High,High,Good,Good,Yes,Rent,Yes,Not very much,6
70037,37,Female,Korean,16,Married,3,Living with spouse,Living with children,0,Protestant,0,0,None,0,0,None,"$60,000 - $69,999",0,No,4,Yes,Not well,Low,High,Fair,Good,0,Rent,Yes,Not at all,4
70228,45,Female,Korean,16,Married,3,0,Living with children,0,Protestant,0,0,None,Student,0,None,"$70,000 and over",1,No,4,No,Not well,High,High,Poor,Fair,0,Rent,Yes,Pretty much,7
70374,44,Female,Korean,16,Married,4,Living with spouse,Living with children,0,Protestant,0,0,None,0,0,Other,"$50,000 - $59,999",0,No,4,No,Not well,Low,High,Fair,Very Good,0,Rent,Yes,,9
70229,19,Female,Korean,13,Single,4,0,0,Living with parents,Protestant,0,0,None,Student,0,None,"$30,000 - $39,999",0,No,4,No,Well,Low,Very high,Very Good,Very Good,Yes,Rent,Yes,Pretty much,7
70219,50,Male,Korean,17,Married,4,Living with spouse,Living with children,0,Protestant,0,0,None,Student,0,Professional,"$30,000 - $39,999",0,No,4,No,Not well,High,High,Excellent,Excellent,Yes,Rent,Yes,,8
70358,36,Female,Korean,17,Married,2,Living with spouse,0,0,Protestant,0,Employed part time,Part Time,0,0,"Clerical, office, sales","$20,000 - $29,999",1,No,4,No,Not well,Low,High,Good,Good,0,Rent,Yes,Not very much,5
70252,51,Male,Korean,17,Married,4,Living with spouse,0,0,Protestant,Employed full time,0,Full Time,0,0,,"$70,000 and over",0,No,22,No,Well,High,Very high,Very Good,Very Good,Yes,Own,Yes,Pretty much,9
70365,37,Male,Korean,17,Married,4,Living with spouse,Living with children,0,Catholic,0,0,None,Student,0,None,"$10,000 - $19,999",1,No,6,No,Well,High,High,Good,Good,Yes,Rent,Yes,,8
70399,24,Male,Korean,16,Single,1,0,0,0,None,0,0,None,Student,0,None,"$50,000 - $59,999",0,No,12,No,Well,High,High,Very Good,Very Good,Yes,Rent,Yes,,7
10377,21,Female,Korean,15,Single,4,0,0,0,Protestant,0,Employed part time,Part Time,Student,0,"Clerical, office, sales","$0 - $9,999",0,Yes,21,No,Very well,Very high,High,Excellent,Excellent,Yes,Rent,Yes,,9
10040089,43,Female,Korean,16,Married,4,Living with spouse,Living with children,0,Protestant,0,0,None,0,0,Business owner,"$70,000 and over",0,No,25,Yes,Well,High,High,Very Good,Very Good,Yes,Own,Yes,Pretty much,9
70100,34,Female,Korean,17,Married,2,Living with spouse,0,0,None,0,0,None,0,0,"Manager, executive, or official","$70,000 and over",0,No,4,Yes,Well,High,High,Excellent,Excellent,Yes,Rent,Yes,Very much,9
11170,26,Female,Korean,16,Single,1,0,0,0,Protestant,Employed full time,0,Full Time,0,0,"Clerical, office, sales","$30,000 - $39,999",0,No,6.5,No,Very well,Very high,Very high,Very Good,Very Good,Yes,Rent,Yes,Pretty much,9
10003,42,Female,Korean,17,Married,3,Living with spouse,Living with children,0,Protestant,Employed full time,0,Full Time,0,0,Professional,"$70,000 and over",0,No,38,No,Very well,Very high,High,Good,Very Good,Yes,Own,Yes,Very much,9
10390,34,Female,Korean,16,Married,5,Living with spouse,Living with children,0,Protestant,0,0,None,0,0,None,"$70,000 and over",0,No,20,No,Well,High,Low,Very Good,Very Good,Yes,Own,Yes,Pretty much,8
10452,23,Male,Korean,16,Single,4,0,0,0,Protestant,0,Employed part time,Part Time,Student,0,"Clerical, office, sales","$0 - $9,999",1,No,11,No,Well,High,High,Good,Fair,Yes,Rent,No,,7
70115,57,Female,Korean,16,Married,3,Living with spouse,Living with children,0,Catholic,0,0,None,0,0,Business owner,"$10,000 - $19,999",0,No,4,No,Not well,Low,Low,Very Good,Very Good,Yes,Own,Yes,Pretty much,8
10458,44,Female,Korean,16,Married,5,Living with spouse,Living with children,0,Protestant,0,Employed part time,Part Time,0,0,Professional,"$70,000 and over",1,No,15,No,Not well,Very low,High,Very Good,Very Good,Yes,Own,Yes,Pretty much,7
70079,46,Male,Korean,17,Married,4,Living with spouse,Living with children,0,Catholic,Employed full time,0,Full Time,0,0,"Manager, executive, or official","$70,000 and over",0,No,5,No,Well,Low,Very high,Excellent,Excellent,Yes,Own,Yes,Very much,10
70380,59,Female,Korean,16,Married,3,Living with spouse,Living with children,0,Protestant,0,0,None,0,0,Other,"$40,000 - $49,999",0,No,4,No,Not well,High,Very high,Poor,Very Good,Yes,Rent,Yes,Not very much,8
10322,24,Male,Korean,16,Single,4,0,0,Living with parents,None,0,0,None,0,0,None,"$70,000 and over",0,Yes,14,No,Very well,High,Very high,Excellent,Very Good,Yes,Own,Yes,Pretty much,6
10268,36,Female,Korean,16,Married,4,Living with spouse,Living with children,0,Protestant,0,0,None,0,0,None,"$70,000 and over",0,Yes,36,No,Very well,Very high,High,Very Good,Excellent,Yes,Own,Yes,Very much,9
70493,69,Female,Korean,7,Married,4,0,Living with children,0,Protestant,0,0,None,0,0,Other,"$50,000 - $59,999",0,No,5,No,Not at all,Very low,High,Fair,Very Good,0,Rent,Yes,Pretty much,8
70282,28,Female,Korean,14,Married,2,Living with spouse,0,0,None,0,0,None,Student,0,Service worker,"$40,000 - $49,999",1,No,5,No,Well,High,High,Good,Good,Yes,Rent,Yes,Pretty much,7
70431,40,Male,Korean,15,Married,4,Living with spouse,Living with children,0,Protestant,Employed full time,0,Full Time,0,0,Other,"$70,000 and over",0,No,22,No,Not well,Low,High,Very Good,Very Good,Yes,Own,Yes,Pretty much,9
70514,36,Male,Korean,17,Married,2,Living with spouse,0,0,Protestant,0,0,None,Student,0,None,"$20,000 - $29,999",0,No,5,No,Not well,Low,Very high,Excellent,Excellent,Yes,Rent,Yes,,2
70427,23,Female,Korean,17,Single,1,0,0,0,None,0,0,None,Student,0,None,"$0 - $9,999",0,No,8,No,Well,Very high,Very high,Excellent,Excellent,Yes,Rent,Yes,Not very much,9
70097,32,Male,Korean,16,Married,2,Living with spouse,0,0,Buddhist,Employed full time,0,Full Time,0,0,Skilled trades,"$70,000 and over",0,No,5,No,Not well,High,High,Very Good,Very Good,Yes,Rent,Yes,,9
